# time [BJD], relative flux, relative flux error
2.458437993062221445e+06,9.868165496511187573e-01,1.241761463998379382e-02,1.042014326642113797e+00,6.686135137691173735e-02,1.347539178739727062e+00,3.673255665785205570e-01,3.730157245141500155e+00,1.527224898001165818e-03
2.458438013895606156e+06,1.005052808111864149e+00,1.193624505548547023e-02,1.035792261548606596e+00,6.419275039022888374e-02,8.565939988117764470e-01,3.520923520431530340e-01,3.425360622659514576e+00,1.464036472885689097e-03
2.458438034728992265e+06,9.992142168422893933e-01,1.150823286739451057e-02,1.175416127785459341e+00,6.194877863769369941e-02,9.122845968537249828e-01,3.395289219434224903e-01,3.170425828677651214e+00,1.409032439306448807e-03
2.458438055562378839e+06,9.970892697936074578e-01,1.109731073422281188e-02,1.095666518520963750e+00,5.959326392403228867e-02,8.238883671302754674e-01,3.265751749533589154e-01,2.931869115938821935e+00,1.355392300412831081e-03
2.458438076395765878e+06,1.009498618282336890e+00,1.068681715244615762e-02,1.156678177873720736e+00,5.737067127976936548e-02,7.265701401723161368e-01,3.140566998261764553e-01,2.702098317494380009e+00,1.301752665203689862e-03
2.458438097229153849e+06,9.962954512963847487e-01,1.031254697593191397e-02,1.072716356558999662e+00,5.529220644868241413e-02,9.048490491289731263e-01,3.024774053785628802e-01,2.501688306654639149e+00,1.253008220871461211e-03
2.458438118062542751e+06,1.027116616409972094e+00,9.982793904991193318e-03,1.108858688931977587e+00,5.341136387806549868e-02,6.272674990252196103e-01,2.919287911304405125e-01,2.324868203462162608e+00,1.208506392752054870e-03
2.458438138895931188e+06,1.025216721588495750e+00,9.656897532502945608e-03,1.042290722799525726e+00,5.160546699117053021e-02,1.209168931674563741e+00,2.820895514617716704e-01,2.162936232437604023e+00,1.166174586899444048e-03
2.458438159729321022e+06,1.015680267821769123e+00,9.330520025894370115e-03,1.181910148063459509e+00,4.985945849335072372e-02,5.698998759451158191e-01,2.719274287741003659e-01,2.002477655642383336e+00,1.122895939413552212e-03
2.458438180562710855e+06,1.015105579782950240e+00,9.014709172548908411e-03,1.168627585124172308e+00,4.813683024035798202e-02,2.863461783291492146e-01,2.622229937451757142e-01,1.858458692739794804e+00,1.082044342724472171e-03
2.458438201396100689e+06,1.024469781069750951e+00,8.717859834174593661e-03,1.146288285099879678e+00,4.645675165942868973e-02,4.342290145199250717e-01,2.528538958566217687e-01,1.720486219006792217e+00,1.041897216359477605e-03
2.458438222229490988e+06,1.027466762322816862e+00,8.426339756476790635e-03,1.212416058476665448e+00,4.483461970995257506e-02,2.890499685364200100e-01,2.437168421016582820e-01,1.591270387974728973e+00,1.002688826282913679e-03
2.458438243062881287e+06,1.010998029810345145e+00,8.145210583862480883e-03,1.166135997934358848e+00,4.331185799120630675e-02,3.764320635090602218e-01,2.353662218285705043e-01,1.479262073018087875e+00,9.669954533745964446e-04
2.458438263896271586e+06,1.008969356237186421e+00,7.947177662694846628e-03,1.117319896472531049e+00,4.219519879188299294e-02,6.029502622539870682e-01,2.291977024897359771e-01,1.397627336385896646e+00,9.404612886499921125e-04
