# time [BJD], relative flux, relative flux error
2.458428972229344770e+06,1.115509814317686255e+00,1.339351933503782864e-02
2.458428993062802125e+06,1.127569739709286090e+00,1.338453582472864771e-02
2.458429013896258082e+06,1.091532439678067679e+00,1.337496717998124494e-02
2.458429034729714505e+06,1.137767265256275362e+00,1.338628304253753135e-02
2.458429055563169532e+06,1.105750856711649188e+00,1.337099709002065491e-02
2.458429076396624092e+06,1.108892526493054254e+00,1.337909606202700163e-02
2.458429097230077721e+06,1.111657270164232880e+00,1.337778891253836588e-02
2.458429118063531350e+06,1.116350053673463183e+00,1.338142367640734499e-02
2.458429138896984048e+06,1.104393259911872649e+00,1.337697313417884719e-02
2.458429159730436280e+06,1.097482677528641482e+00,1.337205851565434998e-02
2.458429180563888047e+06,1.092822234445622653e+00,1.336276642584125797e-02
2.458429201397338882e+06,1.092460930356907056e+00,1.336265193082888068e-02
2.458429222230788786e+06,1.091883804657235002e+00,1.337138963134392768e-02
2.458429243064238690e+06,1.122793664480653542e+00,1.338798290107250447e-02
2.458429263897687662e+06,1.108421709085202655e+00,1.336926745693155401e-02
2.458429284731136169e+06,1.107604590475048889e+00,1.337739046953203247e-02
2.458429305564584211e+06,1.099002110402575116e+00,1.337191767232646933e-02
2.458429326398031320e+06,1.117727416674904495e+00,1.337999468718829681e-02
2.458429347231477965e+06,1.129713057408713750e+00,1.338217837248748161e-02
2.458429368064924143e+06,1.113505314748748809e+00,1.339137315016169887e-02
2.458429388898369391e+06,1.116486141599797977e+00,1.338335355746541125e-02
2.458429409731814638e+06,1.106657422098011212e+00,1.336622201347272346e-02
2.458429430565258488e+06,1.129927264978551893e+00,1.338347635785767584e-02
2.458429451398702338e+06,1.106808305106108392e+00,1.337449872078867209e-02
2.458429472232145257e+06,1.120272472847427814e+00,1.338519387445697914e-02
2.458429493065587711e+06,1.122356084807457854e+00,1.338078629528008205e-02
2.458429513899029698e+06,1.142554813285478366e+00,1.340156736293047525e-02
2.458429534732470755e+06,1.094683233475397754e+00,1.336898253455473182e-02
2.458429555565911345e+06,1.110579964740757264e+00,1.338242089499349155e-02
2.458429576399351470e+06,1.130315424851392025e+00,1.338445412787167034e-02
2.458429597232790664e+06,1.116410667962803194e+00,1.339876513442183996e-02
2.458429618066229392e+06,1.109047487035447421e+00,1.338504669802936115e-02
2.458429638899667654e+06,1.106397036070327022e+00,1.337392321125884138e-02
2.458429659733104985e+06,1.113081169184228836e+00,1.337316357082449572e-02
2.458429680566541851e+06,1.092425841057514946e+00,1.337096806306462687e-02
2.458429701399978716e+06,1.149149463819107320e+00,1.339816760823063849e-02
2.458429722233414184e+06,1.140015437052249281e+00,1.339418567634310768e-02
2.458429743066849187e+06,1.151398810779255655e+00,1.339017194393729050e-02
2.458429763900284190e+06,1.126320813140474275e+00,1.337550001529393823e-02
2.458429784733717795e+06,1.094898768065071248e+00,1.337204107169071010e-02
2.458429805567151401e+06,1.105742753084232755e+00,1.337096672579643486e-02
2.458429826400584076e+06,1.117871272460111198e+00,1.337946151155434797e-02
2.458429847234016284e+06,1.127775944821105547e+00,1.339342471107462726e-02
2.458429868067447562e+06,1.122530900029770740e+00,1.339384415684158856e-02
2.458429888900878374e+06,1.139666060911114664e+00,1.339512770105632383e-02
2.458429909734309185e+06,1.106985723389070309e+00,1.337933707409284280e-02
2.458429930567738600e+06,1.149889813610199818e+00,1.339261548909185563e-02
2.458429951401167549e+06,1.158773425242808353e+00,1.340908624607925655e-02
2.458429972234596498e+06,1.148825126455648160e+00,1.340020724761578977e-02
2.458429993068024050e+06,1.137628924308699885e+00,1.339427264226203743e-02
2.458430013901451603e+06,1.115496561563115385e+00,1.338512202779035265e-02
2.458430034734878223e+06,1.134203225943900328e+00,1.338983368725988818e-02
2.458430055568304379e+06,1.126355423154129509e+00,1.338268904963524006e-02
2.458430076401730068e+06,1.149015708345871856e+00,1.339969524456799052e-02
2.458430097235154826e+06,1.131555454677013461e+00,1.338328634132940689e-02
2.458430118068579119e+06,1.148849038907093112e+00,1.338850804262565856e-02
2.458430138902002946e+06,1.142587809693929035e+00,1.339077379509903340e-02
2.458430159735425841e+06,1.152610003508251824e+00,1.339189993319326623e-02
2.458430180568848271e+06,1.130848996504371540e+00,1.338931892062214871e-02
2.458430201402270235e+06,1.122733313801018262e+00,1.339248760189969654e-02
2.458430222235691734e+06,1.114807456056620127e+00,1.338392207910616208e-02
2.458430243069112301e+06,1.130698599067250898e+00,1.337871351605291956e-02
2.458430263902532402e+06,1.130857994051803761e+00,1.338649369716404108e-02
