# time [BJD], relative flux, relative flux error
2.459088250678698532e+06,9.919354264106857721e-01,7.409020008526379791e-03,1.595563664385474478e+00,1.413143538844981728e-01,8.164584300292155872e-01,1.522902240440204003e-01,9.837553612948353177e-01,8.308956828786628022e-04
2.459088257623187266e+06,1.012884652481624848e+00,7.430707556791421933e-03,1.068332969280071598e+00,1.408059060544328278e-01,1.121028437786677046e+00,1.525171418001239898e-01,9.854428544651987476e-01,8.317346558456334329e-04
2.459088264567676000e+06,1.010869176297904293e+00,7.433708770594248810e-03,9.247125934571088779e-01,1.409472288260028017e-01,1.160343379877435410e+00,1.526168486410059144e-01,9.865433832961794103e-01,8.322847176420904765e-04
2.459088271512163803e+06,9.615044722709261693e-01,7.406660449065381041e-03,1.699815735379999193e+00,1.414228259981673841e-01,7.542411549925230885e-01,1.524673248317602592e-01,9.869487312565367043e-01,8.319675239560960379e-04
2.459088278456651606e+06,9.899764440577805136e-01,7.415503739538163719e-03,1.294995341874090711e+00,1.409777638591992732e-01,1.359882743051459730e+00,1.526637217942121982e-01,9.835397679043069719e-01,8.311307478387523155e-04
2.459088285401138943e+06,9.953280304638177922e-01,7.412442765336880665e-03,1.441922037339651519e+00,1.411325116998516094e-01,1.314586152554360732e+00,1.525377269345362941e-01,9.830642937896931777e-01,8.306955718339677653e-04
2.459088292345626280e+06,9.644878148508556626e-01,7.402150170329776895e-03,1.643219674082557757e+00,1.411328227235305599e-01,7.094514624306877959e-01,1.522390375267055618e-01,9.841927284594187419e-01,8.309787692877829016e-04
2.459088299290113151e+06,9.885914336981288519e-01,7.418433664203464249e-03,1.154388299402326012e+00,1.410307083513051285e-01,7.303735558095142411e-01,1.523886955296067380e-01,9.855181900425812325e-01,8.316787005912505693e-04
2.459088306234599557e+06,1.003182089584589542e+00,7.422737268657581856e-03,1.348485093617174613e+00,1.410275094785385652e-01,5.866121686623672060e-01,1.520170997462414186e-01,9.846045481554319689e-01,8.313106195642451035e-04
2.459088313179085497e+06,9.862611286454319171e-01,7.415120853665440291e-03,1.161132822757045657e+00,1.410942443009260139e-01,9.025064746006365990e-01,1.523413283576660615e-01,9.853647735417474518e-01,8.314273646159108487e-04
