# time [BJD], relative flux, relative flux error
2.458354139900962822e+06,8.801407163916633580e-01,6.425344579224098740e-03,1.198621213508942240e+00,2.824065099939917500e-01,6.514703817038980382e-01,1.728320204347865985e-01,9.852051097104299604e-01,7.922178445121350358e-04
2.458354160734356381e+06,8.848004453054983953e-01,6.426843729320172623e-03,6.471569249579496308e-01,2.819548362489843751e-01,5.288573418877605681e-01,1.724548361042696487e-01,9.849561833444193670e-01,7.921172901318978415e-04
2.458354181567748543e+06,8.705287665450359702e-01,6.419707661801679621e-03,1.087171843319147069e+00,2.821019440986857196e-01,5.509418184305872046e-01,1.727046370060967839e-01,9.860423144877906720e-01,7.924601648477128850e-04
2.458354202401140239e+06,8.689787764465457531e-01,6.416981703485841182e-03,8.322803584031696067e-01,2.821214872419308684e-01,1.032233838005078841e+00,1.729806441568704500e-01,9.842832667819286785e-01,7.918215308454386314e-04
2.458354223234530538e+06,8.697109496315192922e-01,6.422829246211210832e-03,9.235613142711213142e-01,2.822314716328473971e-01,5.123170445094643588e-01,1.727382645616077905e-01,9.861495925790348949e-01,7.925878006498156313e-04
2.458354244067920372e+06,8.703356061464015969e-01,6.419601999405156328e-03,7.373716391239859558e-01,2.819310915405922047e-01,6.401159499986733836e-01,1.726892246378304019e-01,9.853411710174782012e-01,7.922645737886059190e-04
2.458354264901309740e+06,8.796270921349560457e-01,6.420395911877286102e-03,9.302352630042461934e-01,2.818725994056516249e-01,9.971013479069165131e-01,1.728503875796441325e-01,9.821373241571660362e-01,7.912214778697676748e-04
2.458354285734697711e+06,8.814160764119747249e-01,6.417133725758269666e-03,1.385923681984631894e+00,2.823953419875368520e-01,7.541498178882631853e-01,1.726245131766096508e-01,9.814916670951143729e-01,7.906549943538399450e-04
2.458354306568085216e+06,8.774289317975599856e-01,6.413915907973845483e-03,1.259099382666391209e+00,2.815479567704380903e-01,6.131005485661005228e-01,1.723933987851980765e-01,9.817408618312121193e-01,7.909123015089050343e-04
2.458354327401471790e+06,8.783193296401691219e-01,6.412757604571029356e-03,3.283356729542172281e-01,2.816621424751000191e-01,1.467619505411225989e+00,1.731163324522821956e-01,9.820687648392074642e-01,7.908881836249374202e-04
2.458354348234857898e+06,8.700266055660197395e-01,6.410702300951767740e-03,1.260882307526937973e+00,2.817663732729432380e-01,8.071964941813456473e-01,1.726164172359589966e-01,9.824059218275215111e-01,7.910817227907509814e-04
2.458354369068243075e+06,8.856225809417543893e-01,6.412998602067826633e-03,5.300731587703799708e-01,2.810441940069280387e-01,9.609379867497113148e-01,1.724211777528750489e-01,9.791904240763477096e-01,7.900263666081696994e-04
2.458354389901627321e+06,8.798523033785021763e-01,6.409708256157199691e-03,6.086871638584225863e-01,2.811852669576013208e-01,9.798727533036697412e-01,1.723793576055781263e-01,9.794391566786018188e-01,7.900045895680280449e-04
2.458354410735011101e+06,8.754812896266117583e-01,6.409500427549767558e-03,4.626854209887364400e-01,2.810829988322686157e-01,1.033422383600989258e+00,1.725013701278163281e-01,9.799594508053472985e-01,7.902633730910387823e-04
2.458354431568394415e+06,8.842890208300905330e-01,6.410302852072162494e-03,1.363119702461077498e+00,2.815561032007988240e-01,5.808267648852636356e-01,1.722228411779731794e-01,9.785198950934856921e-01,7.895978701615812001e-04
2.458354452401776332e+06,8.706908676030287175e-01,6.411260341214608874e-03,5.512082576175955095e-01,2.812716123053615180e-01,8.775659156234911773e-01,1.724842253516429558e-01,9.810305721425294223e-01,7.907030774757454594e-04
2.458354473235157784e+06,8.688222284819490104e-01,6.407797839410836645e-03,9.235192465192503253e-01,2.815421205291854245e-01,6.416161226894152581e-01,1.723093505852603124e-01,9.813846863655629749e-01,7.905943339582871716e-04
2.458354494068538770e+06,8.615551492999041772e-01,6.396178639323030907e-03,1.254187675238587651e+00,2.816993431144620419e-01,7.440131384378620982e-01,1.723886624001965406e-01,9.793684082908431510e-01,7.896659950289160830e-04
2.458354514901919290e+06,8.836901272082455794e-01,6.410216982395768731e-03,1.931728303976570638e-01,2.807652544636183300e-01,1.289453393885824806e+00,1.725495850607104698e-01,9.783570272280505131e-01,7.898187918470524118e-04
2.458354535735298414e+06,8.920794282786552731e-01,6.409123205386419754e-03,8.192823776021745941e-01,2.810261455539500020e-01,1.241227674628393451e+00,1.725043985816144820e-01,9.759422923702338881e-01,7.888486499663201115e-04
2.458354556568677537e+06,8.692007510606587495e-01,6.408730240456392280e-03,1.533660706272107710e+00,2.817927884148903606e-01,6.902732610516763012e-01,1.723774504894965975e-01,9.797775018125539637e-01,7.902524185049583042e-04
2.458354577402055729e+06,8.788034975824903228e-01,6.403865888200382939e-03,1.379703323204527043e+00,2.817304218235863744e-01,7.664690568471932419e-01,1.723989377401882739e-01,9.780229051824378406e-01,7.893413959503124038e-04
2.458354598235432990e+06,8.741632578046834023e-01,6.407871003898096135e-03,1.287508793979206256e+00,2.813769955489522911e-01,3.475660327874617872e-01,1.719808471440646414e-01,9.795677918643919124e-01,7.900262380905356645e-04
2.458354619068810251e+06,8.813860884041176957e-01,6.407193598011183371e-03,6.709772831688753936e-01,2.810835391394073679e-01,7.173992527123257412e-01,1.721024222893496602e-01,9.776345414929522581e-01,7.893787709426500817e-04
2.458354639902186114e+06,8.838083034137400595e-01,6.407326222683362715e-03,1.419605684936857681e+00,2.818177653514044034e-01,9.689663483716496328e-01,1.725248399593207749e-01,9.777158415351815401e-01,7.892802713749854770e-04
2.458354660735561978e+06,8.710588246447963368e-01,6.394033165964253113e-03,1.103273497542245130e+00,2.811030590760692505e-01,1.122606463268764454e+00,1.723421403902533899e-01,9.758189363646985193e-01,7.884854895428007300e-04
2.458354681568936910e+06,8.861666691455454270e-01,6.403911156064865870e-03,8.442675373153393226e-01,2.812315603129487140e-01,1.215728208603672478e+00,1.725106282366708488e-01,9.766554442399891789e-01,7.888642722787070826e-04
2.458354702402311377e+06,8.832470412993780329e-01,6.404472293711532989e-03,6.745519300720612677e-01,2.808747077637505085e-01,8.508602381282315275e-01,1.720590411865881575e-01,9.758724979914614739e-01,7.886453058281169904e-04
2.458354723235684913e+06,8.799739783287351402e-01,6.401726323488948246e-03,1.188283545508324490e+00,2.814291539918872820e-01,9.506260835396596054e-01,1.722695753244320171e-01,9.759231157247405530e-01,7.885535625538099558e-04
2.458354744069058448e+06,8.817364720539747625e-01,6.400155983153383611e-03,1.563094646911576513e+00,2.811561854088774903e-01,5.526390985278051282e-01,1.719585088205715651e-01,9.759216266604708867e-01,7.885921863777634435e-04
