# time [BJD], relative flux, relative flux error
2.458362181553386152e+06,8.907278208418076826e-01,6.602923035243516564e-03
2.458362202386596240e+06,8.843150606482543807e-01,6.595838849011394743e-03
2.458362223219806328e+06,8.954973209037815352e-01,6.602448215429561687e-03
2.458362244053015951e+06,9.007609192839083345e-01,6.601311726670779437e-03
2.458362264886225108e+06,8.863368673364276917e-01,6.594044218099630664e-03
2.458362285719433334e+06,8.990486440143817815e-01,6.602927780827762445e-03
2.458362306552642025e+06,8.784185848638371708e-01,6.590051982661102210e-03
2.458362327385849785e+06,8.931297541134751716e-01,6.594888228446664502e-03
2.458362348219057079e+06,9.040550911612550422e-01,6.594902846647061195e-03
2.458362369052264374e+06,8.995900611134634017e-01,6.595419324418581343e-03
2.458362389885470737e+06,8.999894542876065717e-01,6.594365996606117546e-03
2.458362410718677100e+06,8.972525105680483337e-01,6.589118290141287443e-03
2.458362431551882531e+06,9.085643176071284133e-01,6.598186342839454550e-03
2.458362452385087963e+06,9.026950853271266118e-01,6.590064289835270879e-03
2.458362473218292464e+06,9.036320686084789999e-01,6.595720889829646827e-03
2.458362494051496964e+06,9.016072090651642279e-01,6.592850322536078500e-03
2.458362514884700999e+06,9.015305560591457823e-01,6.600446769750010524e-03
2.458362535717904568e+06,9.026140031408900199e-01,6.585396296250211300e-03
2.458362556551107671e+06,8.985747969460041729e-01,6.591221653816931557e-03
2.458362577384310309e+06,8.923395280279048380e-01,6.596632797838828700e-03
2.458362598217512947e+06,8.895579747805072435e-01,6.587294572746755887e-03
2.458362619050714653e+06,9.029619432809496971e-01,6.588683730144016121e-03
2.458362639883915894e+06,8.905232967846214986e-01,6.585047178967372294e-03
2.458362660717117134e+06,9.040371537935935065e-01,6.592693077696823098e-03
2.458362681550317910e+06,8.987563159923944722e-01,6.586831443530198268e-03
2.458362702383518219e+06,8.888217097603987593e-01,6.589811672302935651e-03
2.458362723216718063e+06,8.957279855553852421e-01,6.586599278596099588e-03
2.458362744049916975e+06,9.120947592685239025e-01,6.595606262107054328e-03
2.458362764883115888e+06,8.961290059003468311e-01,6.595392099199685193e-03
2.458362785716314800e+06,8.928451097627210231e-01,6.595421278333558207e-03
2.458362806549512781e+06,8.802607975704799248e-01,6.595317426312363729e-03
2.458362827382710297e+06,9.000600295506808735e-01,6.607305468774769819e-03
2.458362848215907346e+06,9.064718359774184275e-01,6.612526670148961144e-03
2.458362869049104396e+06,9.048007664776062109e-01,6.614454783465553364e-03
2.458362889882300515e+06,8.889803538197340593e-01,6.617904362782274681e-03
2.458362931548692286e+06,9.053061103001307508e-01,6.633026696002612514e-03
2.458362952381887473e+06,9.017689006986715494e-01,6.625809191156510625e-03
2.458362973215082195e+06,8.984862549927929987e-01,6.630284056460752050e-03
2.458362994048276450e+06,9.081951628815452260e-01,6.645750952692416891e-03
2.458363014881470241e+06,9.039144707378030663e-01,6.642821053991053958e-03
2.458363035714664031e+06,9.103707140643115814e-01,6.663660037780426426e-03
2.458363056547856890e+06,8.983664613822828215e-01,6.664432314412788855e-03
2.458363077381049749e+06,8.941311211438636164e-01,6.674555135002457548e-03
2.458363098214241676e+06,9.054348550815290997e-01,6.681853926878535480e-03
2.458363119047433604e+06,9.112600136871699119e-01,6.687510672176833100e-03
2.458363139880625065e+06,9.208731855264465915e-01,6.691294133245840117e-03
2.458363160713815596e+06,9.078817196665953659e-01,6.690826361139780819e-03
2.458363181547006126e+06,9.233583867917493082e-01,6.697806372570510626e-03
2.458363202380196657e+06,9.098745431315381493e-01,6.686822622253044482e-03
2.458363223213386256e+06,9.131915970710863251e-01,6.683017050195298736e-03
2.458363244046575390e+06,9.128961113257020310e-01,6.682336456838929191e-03
2.458363264879764058e+06,9.045761100736537941e-01,6.678184278530045585e-03
2.458363285712952726e+06,9.101582345174329403e-01,6.680944695688026576e-03
2.458363306546140928e+06,8.957580975494501274e-01,6.677729534910568400e-03
2.458363327379328664e+06,9.114072361843910119e-01,6.674958866643650873e-03
2.458363348212515935e+06,9.133439726127009495e-01,6.683990368702738376e-03
2.458363369045702741e+06,9.116603621632169974e-01,6.688755581621740574e-03
2.458363389878889080e+06,9.086514419714861734e-01,6.696991659604411250e-03
2.458363410712074954e+06,9.173489410089974427e-01,6.706488892096457502e-03
2.458363431545260362e+06,9.045897287016756438e-01,6.711115577306039047e-03
2.458363452378445771e+06,9.087930253368874389e-01,6.719310726177499249e-03
2.458363473211630248e+06,9.091901634292763879e-01,6.735942321252271284e-03
2.458363494044814724e+06,8.923878939027464208e-01,6.741320990302312674e-03
2.458363514877998736e+06,9.141763546177593680e-01,6.757694573797084353e-03
2.458363535711182281e+06,9.171787109322167009e-01,6.784109392630296304e-03
2.458363556544365361e+06,8.972125907810153400e-01,6.787350786345493214e-03
2.458363577377547976e+06,9.049890360816138513e-01,6.787596012955767442e-03
2.458363598210730124e+06,9.130312360224133172e-01,6.802149683399383480e-03
2.458363619043911807e+06,9.092013706396850914e-01,6.811359615063051175e-03
2.458363639877093490e+06,9.121522157596098079e-01,6.807879911977828512e-03
2.458363681543455459e+06,9.066857450617129555e-01,6.813352982888249039e-03
2.458363702376635280e+06,8.942754101928022115e-01,6.818388676485460410e-03
2.458363723209815100e+06,9.313978294218321352e-01,6.845399332578502340e-03
2.458363744042994920e+06,9.113349665397487698e-01,6.854253714623352069e-03
2.458363764876173809e+06,9.128319859409709247e-01,6.863977913306832344e-03
2.458363785709352233e+06,9.004310898107893424e-01,6.886500817299098451e-03
2.458363806542530656e+06,9.145321183066359438e-01,6.929587213013097685e-03
2.458363827375708148e+06,9.097838419705526203e-01,6.959955478284980505e-03
2.458363848208885640e+06,9.252103112173648558e-01,6.994218377071969098e-03
2.458363869042062666e+06,9.123127423163805982e-01,7.023984472968407104e-03
2.458363889875239227e+06,9.260004141128217459e-01,7.052245046876032090e-03
2.458363910708415322e+06,9.212344967493797387e-01,7.064637438489332864e-03
2.458363931541590951e+06,9.128870855707772458e-01,7.080851320212508404e-03
2.458363952374766581e+06,9.082469965539681223e-01,7.089276664441724989e-03
2.458363973207941279e+06,9.106672514059688250e-01,7.101733798224635526e-03
2.458363994041115977e+06,9.169329595965537427e-01,7.112883637524748670e-03
2.458364014874290209e+06,9.215609397029395078e-01,7.127778637613384378e-03
2.458364035707463976e+06,9.214454889705074869e-01,7.140561174796942676e-03
2.458364056540637277e+06,9.226880109465899205e-01,7.160974733757232563e-03
2.458364077373810578e+06,9.226277167440856131e-01,7.174958875487692268e-03
2.458364098206982948e+06,9.306776341329996427e-01,7.200798469122392416e-03
2.458364119040154852e+06,9.313218001321491579e-01,7.213439557464853234e-03
2.458364160706498194e+06,9.358445852422148103e-01,7.255122282790568006e-03
2.458364181539669167e+06,9.267430062919851386e-01,7.269300593033424691e-03
2.458364202372839674e+06,9.244397743446646221e-01,7.280283411087571342e-03
2.458364223206009716e+06,9.468975657741320884e-01,7.295467898124563359e-03
2.458364244039179757e+06,9.376049723963031379e-01,7.299742255622908814e-03
2.458364264872348867e+06,9.379128737080564271e-01,7.297788166217096875e-03
2.458364285705517977e+06,9.445270629013035046e-01,7.296254370820554232e-03
2.458364306538686622e+06,9.439442352080416043e-01,7.288900855317446276e-03
2.458364327371854801e+06,9.093054241228004653e-01,7.262691655759824852e-03
2.458364348205022514e+06,9.157937058005731767e-01,7.258750452262923737e-03
2.458364369038189761e+06,9.329257963403576603e-01,7.264279169422402545e-03
2.458364389871357009e+06,9.174501296022669061e-01,7.246954879789534523e-03
2.458364410704523791e+06,9.244685441688437200e-01,7.261152825355525996e-03
2.458364431537689641e+06,9.229634913620158310e-01,7.265340762663559382e-03
2.458364452370855492e+06,9.178764227614784055e-01,7.277606292676382961e-03
2.458364473204020876e+06,9.313769130162222742e-01,7.305658802445083068e-03
2.458364494037186261e+06,9.352025830039417675e-01,7.332576124569193873e-03
2.458364514870350715e+06,9.383033663220452514e-01,7.360137130506902263e-03
2.458364535703515168e+06,9.278708845763243840e-01,7.385517440514494970e-03
2.458364556536678690e+06,9.272963542095190581e-01,7.420368704716557781e-03
2.458364577369842213e+06,9.366876677022832887e-01,7.463011529951951543e-03
2.458364598203005269e+06,9.525843226744187264e-01,7.506948035236230866e-03
2.458364619036168326e+06,9.325627198268413576e-01,7.535888109092773145e-03
